"_11","300 Rise of an Empire","DVD","Action, Fantasy, War","102","https://m.media-amazon.com/images/M/MV5BMTEwNTU2MjAwMDdeQTJeQWpwZ15BbWU3MDk2Njc2Njk@._V1_SX300.jpg","tt1253863","44","Greek general Themistokles leads the charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy."
"_12","300 Rise of an Empire Disc2","DVD",,"1",,,NULL,
"_2","The Fifth Element","DVD","Action, Adventure, Sci-Fi","126","https://m.media-amazon.com/images/M/MV5BZWFjYmZmZGQtYzg4YS00ZGE5LTgwYzAtZmQwZjQ2NDliMGVmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg","tt0119116","71","In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay."
"_3","3:10 to Yuma","DVD","Action, Crime, Drama, Wes","122","https://m.media-amazon.com/images/M/MV5BODE0NTcxNTQzNF5BMl5BanBnXkFtZTcwMzczOTIzMw@@._V1_SX300.jpg","tt0381849","89","A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher."
"_4","8 Mile","DVD","Drama, Music","110","https://m.media-amazon.com/images/M/MV5BOWI3MDIzZmYtN2Y3MC00YTljLWFiYmYtNWIzMjg1ZWQ1ODlhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg","tt0298203","75","A young rapper, struggling with every aspect of his life, wants to make it big but his friends and foes make this odyssey of rap harder than it may seem."
"_5","The 36 Crazy Fists","DVD","Action, Comedy","90","https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5MDAyOTE0MV5BMl5BanBnXkFtZTcwMDU5ODkyMQ@@._V1_SX300.jpg","tt0076661","50","A young man decides to learn Kung Fu to avenge the death of his father, a peaceful shopkeeper who was murdered by Manchurian gangsters for not paying protection money. At first he is ..."
"_6","21 Jump Street","DVD","Action, Comedy, Crime","109","https://m.media-amazon.com/images/M/MV5BMTc3NzQ3OTg3NF5BMl5BanBnXkFtZTcwMjk5OTcxNw@@._V1_SX300.jpg","tt1232829","84","A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring."
"_7","The Three Amigos","DVD","Documentary, Comedy","61","https://ia.media-imdb.com/images/M/MV5BMTM3MTI1MjM1NF5BMl5BanBnXkFtZTcwNjE3NTgyMQ@@._V1_SX300.jpg","tt0301934","50","Hilarious and outrageous comedy from a red-hot trio of Latino headliners on their sold-out national tour! With the biting social commentary of Carlos Mencia (29 PALMS, COMIC RELIEF VI), the..."
"_8","The Three Stooges","DVD","Comedy, Family","92","https://m.media-amazon.com/images/M/MV5BNGJkY2VmNDAtZDMwNy00ZWQ0LWExMTgtMWRkYmVmMGZjYWY1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg","tt0383010","51","While trying to save their childhood orphanage, Moe, Larry and Curly inadvertently stumble into a murder plot and wind up starring in a reality television show."
"_9","47 Ronin","DVD","Action, Adventure, Drama,","128","https://m.media-amazon.com/images/M/MV5BMTc0MjE2NzE0OV5BMl5BanBnXkFtZTgwNTU5MjE1MDE@._V1_SX300.jpg","tt1335975","15","A band of samurai set out to avenge the death and dishonor of their master at the hands of a ruthless shogun."
